Company,TypeName,Cpu,Ram,Gpu,OpSys,Weight,Price,IPS,Touchscreen,Cpu_speed,HDD,SSD,ppi
Asus,Gaming,Intel Core i7,8,Nvidia GeForce,Windows 10,2.24,128169,0,0,2.8,1000,128,141
Lenovo,2 in 1 Convertible,Intel Core i7,8,Intel HD,Windows 10,1.37,188568,1,1,2.7,0,512,166
Lenovo,2 in 1 Convertible,Intel Core i5,8,AMD Radeon,Windows 10,2.08,91795,0,1,2.5,0,256,141
Apple,Ultrabook,Intel Core M,8,Intel HD,Mac OS,0.92,111514,1,0,1.2,0,0,226
Lenovo,2 in 1 Convertible,Intel Core i5,8,Intel HD,Windows 10,1.42,223028,1,1,2.5,0,256,210
Asus,Notebook,Intel Celeron,4,Intel HD,Windows 10,1.63,28620,0,0,1.1,0,0,112
Dell,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.95,77533,0,0,2.5,0,128,100
Lenovo,2 in 1 Convertible,Intel Core i7,8,Intel HD,Windows 10,1.38,129126,1,1,2.7,0,256,158
Dell,Notebook,Intel Core i3,8,AMD Radeon,Windows 10,2.0,70737,0,0,2.0,0,256,141
HP,Workstation,Intel Core i7,8,Nvidia Quadro,Windows 10,3.14,197652,0,0,2.8,0,256,141
Asus,Notebook,Intel Core i5,8,Intel HD,Windows 10,2.37,105196,0,0,2.5,0,256,141
Dell,Ultrabook,Intel Core i5,8,Intel HD,Windows 10,1.29,143484,0,0,2.5,0,256,166
Dell,Notebook,Intel Core i5,8,Nvidia GeForce,Windows 10,2.06,167414,0,1,2.5,0,256,282
Dell,Netbook,Intel Pentium,4,Intel HD,Windows 10,1.63,71216,0,0,1.1,0,128,135
HP,Netbook,Intel Core i5,8,Intel HD,Windows 10,1.26,132955,0,0,2.6,0,256,125
Toshiba,Notebook,Intel Core i5,4,Intel HD,Windows 10,2.1,74662,0,0,2.3,500,0,100
HP,Notebook,AMD A-Series,8,AMD Radeon,Windows 10,2.04,60208,0,0,2.5,2000,0,100
Dell,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,2.62,160714,0,0,2.8,0,512,282
Lenovo,Notebook,Intel Core i5,4,Nvidia GeForce,Windows 10,2.4,58293,0,0,2.5,1000,0,141
HP,Gaming,Intel Core i7,12,AMD Radeon,Windows 10,3.74,167414,1,0,2.8,1000,0,127
MSI,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,2.9,231164,0,0,2.8,1000,512,127
Dell,Notebook,Intel Core i7,8,Nvidia GeForce,Windows 10,1.98,91987,0,0,2.7,1000,0,141
Dell,Notebook,Intel Core i5,8,AMD Radeon,Windows 10,2.18,75601,0,0,2.5,0,256,141
Lenovo,Ultrabook,Intel Core i7,8,Intel HD,Windows 10,1.32,177943,0,0,2.7,0,256,157
HP,Netbook,Intel Celeron,4,Intel HD,Linux/Others,1.23,36852,0,0,1.6,0,0,135
Dell,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,4.36,239781,1,0,2.8,1000,128,127
Dell,Notebook,Intel Core i5,4,Intel HD,Windows 10,1.76,72269,0,0,2.3,500,0,112
Lenovo,Notebook,Intel Core i3,4,Intel HD,Windows 10,2.1,46893,0,0,2.0,500,0,100
Toshiba,Ultrabook,Intel Core i5,4,Intel HD,Windows 10,1.25,104335,0,0,2.5,0,128,112
Lenovo,Ultrabook,Intel Core i7,8,Intel HD,Windows 10,1.13,239204,1,0,2.7,0,512,157
MSI,Gaming,Intel Core i5,8,Nvidia GeForce,Windows 10,2.4,114768,0,0,2.5,0,256,141
Lenovo,Ultrabook,Intel Core i5,8,Intel HD,Windows 10,1.13,179475,1,0,2.5,0,0,157
Toshiba,Notebook,Intel Pentium,4,Intel HD,Windows 10,1.75,47764,0,0,2.1,0,128,112
Asus,2 in 1 Convertible,Intel Core i5,8,Intel HD,Windows 10,1.1,129988,0,1,2.5,0,256,166
Dell,Notebook,Intel Core i3,4,Intel HD,Windows 10,1.76,55996,0,0,2.0,500,0,112
Acer,Netbook,Intel Celeron,4,Intel HD,Linux/Others,1.35,33981,1,0,1.6,0,0,135
Acer,Notebook,Intel Core i3,8,Intel HD,Windows 10,1.5,59251,1,0,2.4,0,128,157
Lenovo,Ultrabook,Intel Core i7,16,Intel HD,Windows 10,1.1,200916,1,0,2.6,0,512,210
Asus,Notebook,Intel Core i5,4,Nvidia GeForce,Linux/Others,2.1,49679,0,0,2.5,1000,0,141
Lenovo,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.7,113524,0,0,2.3,0,256,157
Lenovo,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.32,157938,1,0,2.6,0,256,157
Dell,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,3.21,265588,0,0,2.8,1000,256,141
Asus,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,2.9,231547,0,0,2.8,1000,256,127
Toshiba,Notebook,Intel Core i3,4,Intel HD,Windows 10,2.0,64037,0,0,2.4,500,0,100
Lenovo,Notebook,Intel Celeron,4,Intel HD,Linux/Others,1.5,31109,0,0,1.6,0,0,112
Asus,Notebook,Intel Core i5,8,Intel HD,Windows 10,2.3,56475,0,0,2.5,128,0,141
Asus,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,2.73,172200,0,0,2.6,1000,512,127
Dell,Gaming,Intel Core i7,32,Nvidia GeForce,Windows 10,4.42,294137,1,0,2.8,1000,512,127
HP,Notebook,Intel Core i5,8,Nvidia GeForce,Windows 10,2.63,87105,0,0,2.5,1000,0,106
Dell,Notebook,Intel Core i5,8,Intel HD,Windows 10,2.18,68343,0,0,2.5,0,128,100
HP,Ultrabook,Intel Core i7,8,Intel HD,Windows 7,1.54,178996,0,0,2.5,0,512,157
Dell,Notebook,Intel Core i7,4,AMD Radeon,Windows 10,2.18,70737,0,0,2.7,0,256,141
HP,2 in 1 Convertible,Intel Celeron,4,Intel HD,Linux/Others,1.4,58868,0,1,1.1,0,0,135
Asus,Ultrabook,Intel Core i5,8,Nvidia GeForce,Windows 10,1.45,98209,1,0,2.3,0,512,166
HP,2 in 1 Convertible,Intel Core i5,8,Intel HD,Windows 10,1.28,217954,0,1,2.5,0,256,166
HP,Ultrabook,Intel Core i7,8,Intel HD,Windows 10,1.54,140517,0,0,2.5,0,512,157
HP,Notebook,Intel Celeron,4,Intel HD,No OS,1.86,28620,0,0,1.6,0,128,100
Asus,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,2.1,181772,0,0,2.8,1000,128,141
Dell,Notebook,Intel Core i7,8,AMD Radeon,Linux/Others,2.83,82798,0,0,2.7,1000,0,127
Lenovo,Ultrabook,Intel Core i7,8,Nvidia GeForce,Windows 10,1.96,182155,1,0,2.8,0,256,157
Asus,Notebook,Intel Core i7,8,Nvidia GeForce,Windows 10,2.3,75332,1,0,2.7,0,256,141
Dell,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.9,90455,0,0,2.5,0,128,141
Asus,Notebook,Intel Pentium,4,Intel HD,Windows 10,2.0,42978,0,0,1.1,1000,0,100
HP,2 in 1 Convertible,Intel Core i7,8,Intel HD,Windows 10,1.28,244947,0,1,2.8,0,256,166
Dell,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.62,62122,0,1,2.3,1000,0,166
Lenovo,Notebook,Intel Core i3,4,Intel HD,No OS,2.2,44893,0,0,2.0,1000,0,141
Lenovo,Notebook,Intel Core i5,8,Intel HD,Windows 10,2.3,81425,1,0,2.5,1000,0,141
HP,Notebook,Intel Core i5,8,AMD Radeon,Windows 10,1.84,129126,0,0,2.6,0,256,141
Toshiba,Notebook,Intel Core i5,4,Intel HD,Windows 10,1.05,123000,0,0,2.5,0,128,166
Lenovo,Gaming,Intel Core i5,8,Nvidia GeForce,No OS,2.5,97347,1,0,2.5,1000,0,141
Dell,Ultrabook,Intel Core i7,16,Intel Iris,Windows 10,1.29,214413,0,1,2.5,0,512,276
HP,Notebook,Intel Core i5,4,Intel HD,Windows 10,2.07,87105,0,0,2.3,500,0,141
Toshiba,Ultrabook,Intel Core i5,8,Intel HD,Windows 10,1.2,104813,0,0,2.3,0,256,118
Lenovo,2 in 1 Convertible,Intel Core i7,8,Intel HD,Windows 10,1.37,186654,1,1,2.7,0,256,166
Acer,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.56,86339,1,0,2.5,0,256,157
Dell,Workstation,Intel Core i7,8,Nvidia Quadro,Windows 10,2.23,170190,0,0,2.8,1000,0,141
Lenovo,Notebook,Intel Core i5,4,Intel HD,Windows 10,2.38,100985,0,0,2.5,500,0,100
Lenovo,Notebook,Intel Core i3,4,AMD Radeon,No OS,2.2,45850,0,0,2.0,1000,0,141
Toshiba,Notebook,Intel Core i7,8,Intel HD,Windows 10,2.0,132859,1,0,2.7,0,256,141
Lenovo,Notebook,Intel Core i3,4,Intel HD,Windows 10,1.44,70354,1,0,2.4,0,180,166
Dell,Ultrabook,Intel Core i7,8,Intel HD,Windows 10,1.6,161767,0,0,2.8,0,256,176
Asus,Notebook,Intel Pentium,4,Intel HD,Linux/Others,2.0,38191,0,0,1.1,1000,0,100
Dell,Notebook,Intel Core i5,4,Nvidia GeForce,Windows 10,2.18,87344,0,0,2.5,1000,128,141
HP,Notebook,Intel Core i5,4,Intel HD,Windows 10,2.04,80309,0,0,2.5,0,256,141
HP,2 in 1 Convertible,Intel Core i5,4,Intel HD,Windows 10,1.28,162724,0,1,2.5,0,256,166
HP,2 in 1 Convertible,Intel Core i5,4,Intel HD,Windows 10,2.3,65549,0,1,2.5,500,0,100
Asus,Notebook,Intel Celeron,4,Intel HD,Windows 10,1.65,33311,0,0,1.1,0,0,111
Lenovo,Notebook,Intel Core i7,8,Nvidia GeForce,Windows 10,2.2,64037,1,0,2.5,1000,0,141
Dell,Notebook,Intel Pentium,4,Intel HD,Windows 10,2.2,35321,0,0,1.6,500,0,100
HP,2 in 1 Convertible,Intel Core i5,4,Intel HD,Windows 10,1.28,172200,0,1,2.5,0,256,166
Dell,Notebook,Intel Core i3,4,AMD Radeon,Linux/Others,2.18,43620,0,0,2.0,1000,0,100
Asus,Gaming,Intel Core i5,12,Nvidia GeForce,Windows 10,2.2,131127,0,0,2.5,1000,128,127
Acer,Netbook,Intel Celeron,4,Intel HD,Linux/Others,1.25,28429,1,0,1.6,0,0,135
Lenovo,Notebook,AMD A-Series,4,AMD Radeon,Windows 10,2.8,36278,0,0,2.2,500,0,106
HP,Notebook,Intel Core i5,4,Intel HD,Windows 10,1.95,121086,0,0,2.5,0,128,157
HP,2 in 1 Convertible,Intel Core i7,16,Intel HD,Windows 10,1.42,133912,0,1,2.7,0,256,276
Lenovo,Ultrabook,Intel Core i5,8,Intel HD,Windows 10,1.32,172200,1,0,2.5,0,256,157
MSI,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,2.43,253562,1,0,2.6,2000,512,255
Toshiba,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.05,141187,0,0,2.5,0,256,166
Dell,Gaming,Intel Core i7,8,Nvidia GeForce,Linux/Others,2.62,88924,0,0,2.8,1000,0,141
HP,Notebook,Intel Core i7,8,Nvidia GeForce,Windows 10,2.04,86148,0,0,2.7,1000,0,141
Dell,Notebook,Intel Core i3,4,AMD Radeon,Windows 10,2.18,58772,0,0,2.0,1000,0,100
Dell,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.9,89498,0,0,2.6,500,0,141
Dell,2 in 1 Convertible,Intel Core i7,8,Intel HD,Windows 10,1.24,192694,0,1,1.3,0,512,276
Asus,Gaming,Intel Core i7,32,Nvidia GeForce,Windows 10,3.58,122426,1,0,2.7,0,512,127
Dell,2 in 1 Convertible,Intel Core i7,16,Intel HD,Windows 10,1.22,157842,0,1,1.3,0,256,166
Lenovo,Ultrabook,Intel Core i7,8,Intel HD,Windows 10,1.13,196130,1,0,2.7,0,0,157
Lenovo,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.95,187897,1,0,2.5,0,512,141
HP,Netbook,Intel Core i7,8,Intel HD,Windows 10,1.26,141953,0,0,2.7,0,512,176
Acer,Notebook,Intel Celeron,4,Intel HD,Linux/Others,2.2,34363,1,0,1.5,0,0,141
Lenovo,Notebook,Intel Core i5,8,Nvidia GeForce,Windows 10,2.6,75523,1,0,2.3,1000,128,141
Dell,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.6,115343,0,0,2.8,0,256,157
HP,Ultrabook,Intel Core M,8,Intel HD,Windows 10,1.09,296732,0,1,1.2,0,240,352
Lenovo,Notebook,Intel Core i7,6,Nvidia GeForce,Windows 10,2.2,75523,0,0,2.7,0,256,141
HP,Notebook,Intel Core i7,8,Nvidia GeForce,Windows 10,2.04,97538,0,0,2.7,0,256,141
Acer,Notebook,Intel Core i3,4,Intel HD,Windows 10,2.4,47764,0,0,2.4,1000,0,141
Lenovo,Notebook,Intel Core i5,4,Intel HD,Windows 10,1.44,84329,0,0,2.5,0,128,166
HP,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.49,91891,0,0,2.5,0,256,166
MSI,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,2.7,153056,0,0,2.8,1000,256,127
Dell,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,2.6,129126,0,0,2.8,1000,128,141
MSI,Gaming,Intel Core i5,8,Nvidia GeForce,Windows 10,2.2,107198,0,0,2.5,1000,128,141
Dell,Notebook,Intel Core i5,4,AMD Radeon,Windows 10,2.18,65567,0,0,2.5,1000,0,100
HP,Ultrabook,Intel Core i7,8,AMD Radeon,Windows 10,1.84,124148,0,0,2.5,0,256,141
HP,Ultrabook,Intel Core i7,8,Intel HD,Windows 10,1.39,109982,0,1,2.7,0,256,276
Toshiba,Notebook,Intel Core i7,16,Nvidia GeForce,Windows 10,2.4,189047,1,0,2.6,0,256,141
Lenovo,2 in 1 Convertible,Intel Core i5,8,Intel HD,Windows 10,1.37,174689,1,1,2.5,0,512,166
Dell,Notebook,Intel Core i5,4,Intel HD,Windows 10,1.95,69866,0,0,2.3,500,0,100
Lenovo,Ultrabook,Intel Core i7,8,Intel HD,Windows 10,1.36,157938,1,0,2.7,0,256,176
HP,Notebook,Intel Core i5,8,Intel HD,Windows 10,2.31,111514,0,0,2.3,0,256,141
Dell,Notebook,Intel Core i5,4,Intel HD,Windows 10,2.18,67776,0,0,2.5,1000,0,100
HP,Notebook,Intel Core i5,4,Intel HD,Windows 10,1.95,109982,0,0,2.3,500,0,112
Lenovo,Notebook,Intel Pentium,4,Intel HD,Windows 10,2.2,29577,0,0,1.1,1000,0,100
HP,Ultrabook,Intel Core i5,4,Intel HD,Windows 10,1.26,151142,0,0,2.3,500,0,176
HP,Notebook,Intel Celeron,4,Intel HD,No OS,1.86,27654,0,0,1.6,1000,0,100
Lenovo,2 in 1 Convertible,Intel Core i7,16,Intel Iris,Windows 10,1.3,172200,1,1,2.2,0,1000,276
Toshiba,Notebook,Intel Core i5,4,Intel HD,Windows 10,1.47,105771,1,0,2.3,0,128,157
HP,Netbook,Intel Core i5,8,Intel HD,Windows 10,1.26,159757,0,0,2.3,0,256,176
Dell,Notebook,Intel Core i3,4,Intel HD,Windows 10,2.18,53469,0,0,2.0,1000,0,100
MSI,Gaming,Intel Core i7,8,Nvidia GeForce,Windows 10,2.2,114768,0,0,2.8,1000,128,141
Dell,Ultrabook,Intel Core i5,8,Intel HD,Windows 10,1.36,156885,0,0,2.5,0,256,157
Dell,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,4.36,263996,0,0,2.7,1000,512,170
HP,Gaming,Intel Core i5,8,Nvidia GeForce,Windows 10,2.75,133912,1,0,2.3,1000,128,127
Asus,Notebook,Intel Pentium,4,Nvidia GeForce,Windows 10,2.8,50732,0,0,1.6,1000,0,106
Acer,Notebook,Intel Core i5,4,Intel HD,Windows 10,2.23,59251,0,0,2.5,500,0,100
Toshiba,Notebook,Intel Core i5,8,Intel HD,Windows 10,2.2,107111,0,0,2.3,0,256,100
Lenovo,2 in 1 Convertible,Intel Core M,8,Intel HD,Windows 10,1.1,124340,1,1,1.2,0,256,195
Lenovo,Gaming,AMD FX Series,16,AMD Radeon,Windows 10,2.5,95624,1,0,2.1,1000,512,141
Dell,Ultrabook,Intel Core i5,8,Intel HD,Windows 10,1.36,140919,0,1,2.5,0,256,176
Lenovo,Notebook,Intel Core i7,8,Nvidia GeForce,No OS,2.2,65568,0,0,2.7,1000,0,141
Dell,Notebook,Intel Core i3,4,AMD Radeon,Windows 10,2.36,63079,0,0,2.0,1000,0,106
Acer,Notebook,Intel Celeron,4,Intel HD,Linux/Others,1.68,33406,0,0,1.6,0,0,112
HP,Workstation,Intel Core i7,8,Nvidia Quadro,Windows 10,2.0,215274,1,0,2.7,0,8,141
Dell,Ultrabook,Intel Core i7,8,Intel HD,Windows 10,1.36,169903,0,0,2.8,0,256,157
Toshiba,Notebook,Intel Core i5,8,Intel HD,Windows 7,1.2,139751,0,0,2.3,0,256,166
Asus,2 in 1 Convertible,Intel Core M,8,Intel HD,Linux/Others,1.2,110939,0,0,1.2,0,0,176
Lenovo,Ultrabook,Intel Core i7,8,Intel HD,Windows 10,1.7,142526,1,0,2.6,0,256,157
Dell,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,4.36,301901,1,0,2.8,1000,512,255
Dell,2 in 1 Convertible,Intel Core i5,8,Intel HD,Windows 10,1.24,181772,0,1,1.2,0,256,166
HP,2 in 1 Convertible,Intel Pentium,4,Intel HD,Windows 10,1.45,74183,0,1,1.1,0,256,135
Dell,Ultrabook,Intel Core i7,8,Intel HD,Windows 10,1.3,121373,0,0,2.5,0,256,276
Acer,2 in 1 Convertible,Intel Celeron,4,Intel HD,Linux/Others,1.25,37235,1,1,1.6,0,0,135
Toshiba,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.2,146930,0,0,2.4,0,256,166
Lenovo,Ultrabook,Intel Core i5,8,Intel HD,Windows 10,1.36,168467,1,0,2.6,0,256,176
Acer,Notebook,Intel Core i5,12,Nvidia GeForce,Windows 10,2.4,96581,0,0,2.5,1000,128,141
Toshiba,Ultrabook,Intel Core i7,8,Intel HD,Windows 10,1.1,171339,0,1,2.7,0,512,176
HP,Notebook,Intel Core i5,8,Nvidia GeForce,Windows 10,2.04,81027,0,0,2.5,1000,0,100
Dell,Notebook,Intel Core i3,4,AMD Radeon,Linux/Others,2.25,44569,0,0,2.0,1000,0,100
Dell,Notebook,Intel Core i5,4,Intel HD,Windows 10,1.9,78969,0,0,2.5,500,0,100
HP,Notebook,Intel Core i3,4,Intel HD,Windows 10,2.04,65568,0,0,2.4,500,0,141
Dell,Gaming,Intel Core i7,32,Nvidia GeForce,Windows 10,4.42,301422,1,0,2.8,1000,256,127
Lenovo,Notebook,Intel Core i5,6,Nvidia GeForce,Windows 10,2.4,66525,0,0,2.5,0,256,141
Dell,2 in 1 Convertible,Intel Core i7,16,Intel HD,Windows 10,1.22,181772,0,1,1.3,0,512,276
Dell,Ultrabook,Intel Core i7,8,Intel HD,Windows 10,1.5,187896,0,1,2.6,0,256,210
Dell,Gaming,Intel Core i7,32,Nvidia GeForce,Windows 10,4.42,268016,0,0,2.6,1000,256,127
Toshiba,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.95,112950,0,0,2.3,0,256,157
Asus,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,2.73,196216,0,0,2.8,1000,256,127
HP,Notebook,Intel Core i5,8,Nvidia GeForce,Windows 10,2.04,93710,1,0,2.7,1000,128,141
Lenovo,Notebook,Intel Core i5,4,Intel HD,Windows 7,1.7,95911,0,0,2.3,0,0,112
Asus,2 in 1 Convertible,Intel Core i7,16,Nvidia GeForce,Windows 10,2.3,172200,0,1,2.7,2000,512,282
HP,Notebook,Intel Core i7,6,Intel HD,Windows 10,2.04,55422,0,0,2.7,1000,0,100
Asus,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,2.99,167414,0,0,2.8,1000,256,127
Dell,2 in 1 Convertible,Intel Core i7,12,Intel HD,Windows 10,2.19,124340,1,1,2.7,0,512,141
Toshiba,Notebook,Intel Core i5,4,Intel HD,Windows 7,1.2,114385,0,0,2.3,0,128,166
Lenovo,Notebook,AMD A-Series,6,AMD Radeon,Windows 10,2.2,52550,0,0,3.6,0,256,141
Toshiba,Notebook,Intel Core i5,4,Intel HD,Windows 10,1.75,87584,0,0,2.3,500,0,112
Dell,Notebook,Intel Core i5,4,AMD Radeon,Windows 10,2.25,57336,0,0,2.5,500,0,100
HP,Notebook,Intel Core i5,8,Intel HD,Windows 10,2.04,77150,0,0,2.5,1000,0,141
Lenovo,Gaming,Intel Core i7,8,Nvidia GeForce,Windows 10,2.5,113811,1,0,2.8,1000,128,141
Dell,Notebook,Intel Core i7,8,AMD Radeon,Windows 10,2.36,71694,0,0,2.7,1000,0,100
Dell,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.6,107111,0,0,2.5,0,128,157
HP,Netbook,Intel Core M,8,Intel HD,Windows 10,0.97,182634,0,0,1.2,0,512,176
HP,Notebook,Intel Core i3,4,AMD Radeon,Windows 10,2.1,47764,0,0,2.0,1000,128,141
Lenovo,Notebook,Intel Celeron,4,Intel HD,No OS,1.9,25904,0,0,1.1,0,128,100
Lenovo,Notebook,Intel Core i5,8,Intel HD,Windows 10,2.3,129126,0,0,2.3,0,256,141
Dell,2 in 1 Convertible,Intel Core i5,8,Intel HD,Windows 10,1.68,85095,0,1,2.5,0,256,166
Asus,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.4,110078,0,0,2.5,0,256,276
HP,Ultrabook,Intel Core i7,8,Intel HD,Windows 10,1.11,129126,1,1,2.7,0,256,166
Acer,Notebook,Intel Pentium,4,Intel HD,Windows 10,2.4,36374,0,0,1.1,500,0,100
Asus,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,2.5,172200,0,0,2.8,1000,256,141
HP,Ultrabook,Intel Core i7,8,Intel HD,Windows 10,1.48,199959,0,0,2.7,0,512,157
Acer,Gaming,Intel Core i7,8,Nvidia GeForce,Windows 10,2.7,120607,1,0,2.8,1000,128,141
HP,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.34,113811,1,0,2.5,0,256,166
Dell,Notebook,Intel Core i3,4,Intel HD,Windows 10,2.18,52359,0,0,2.4,0,128,100
HP,Notebook,Intel Core i5,4,Intel HD,Windows 10,1.64,74566,0,0,2.5,500,0,112
Toshiba,Notebook,Intel Core i5,4,Intel HD,Windows 10,1.2,114385,0,0,2.3,0,128,166
HP,Notebook,Intel Core i5,4,Intel HD,Windows 10,1.48,105291,0,0,2.4,0,256,112
HP,Notebook,Intel Core i5,4,Intel HD,Windows 10,1.95,115343,0,0,2.5,0,256,157
HP,Ultrabook,Intel Core i7,8,Intel HD,Windows 7,1.43,138698,0,0,2.6,0,256,157
HP,Notebook,Intel Core i5,8,Nvidia GeForce,Windows 10,1.64,100435,0,0,2.5,0,256,157
HP,Notebook,Intel Core i3,4,Intel HD,Windows 10,1.64,65472,0,0,2.4,500,0,112
Dell,Gaming,Intel Core i5,8,Nvidia GeForce,Windows 10,2.65,90838,0,0,2.5,0,0,141
HP,Ultrabook,Intel Core i5,4,Intel HD,Windows 10,1.26,147313,0,0,2.5,500,0,176
HP,Notebook,Intel Core i5,4,Intel HD,Windows 10,1.48,152195,0,0,2.5,0,256,157
HP,Ultrabook,Intel Core i7,8,Intel HD,Windows 10,1.54,180644,0,0,2.5,0,256,157
HP,Notebook,Intel Core i3,4,Intel HD,Windows 10,1.49,76576,0,0,2.4,500,0,118
Toshiba,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.5,115821,0,0,2.3,0,256,118
HP,Notebook,Intel Core i3,4,Intel HD,Windows 10,2.04,73703,0,0,2.4,0,256,100
Lenovo,Notebook,Intel Core i7,16,Nvidia Quadro,Windows 7,2.4,284097,1,0,2.7,0,512,255
Toshiba,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.47,142623,1,0,2.3,0,256,157
HP,Notebook,Intel Core i7,8,Intel HD,Windows 10,1.43,213360,0,0,2.5,0,256,157
Dell,2 in 1 Convertible,Intel Core i3,4,Intel HD,Windows 10,2.08,76192,1,1,2.3,1000,0,141
Toshiba,Ultrabook,Intel Core i5,8,Intel HD,Windows 10,1.2,152195,0,0,2.3,0,256,166
HP,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.11,109982,1,0,2.5,0,256,166
HP,Notebook,Intel Core i7,8,Nvidia GeForce,Windows 10,1.64,113469,0,0,2.7,0,256,157
Dell,Notebook,Intel Core i5,8,Intel HD,Windows 10,2.09,100165,0,0,2.4,500,0,141
HP,Ultrabook,Intel Core i5,4,Intel HD,Windows 10,1.26,149227,0,0,2.5,0,256,125
HP,Notebook,Intel Core i5,4,Intel HD,Windows 10,2.31,113811,0,0,2.5,500,0,112
HP,Notebook,Intel Core i5,4,Intel HD,Windows 10,1.95,101463,0,0,2.5,500,0,112
Dell,Ultrabook,Intel Core i5,8,Intel HD,Windows 10,1.29,155449,0,1,2.5,0,256,276
HP,Notebook,Intel Core i5,8,Nvidia GeForce,Windows 10,2.63,103378,0,0,2.5,0,256,127
HP,Notebook,Intel Core i5,4,Intel HD,Windows 10,1.64,93136,0,0,2.5,0,256,112
Acer,Notebook,AMD A-Series,6,AMD Radeon,Windows 10,2.1,39149,0,0,3.0,1000,0,100
MSI,Gaming,Intel Core i7,8,Nvidia GeForce,Windows 10,2.7,114079,0,0,2.8,1000,128,127
HP,Notebook,Intel Core i5,8,Intel HD,Windows 7,1.95,114385,0,0,2.3,0,256,157
HP,Notebook,Intel Core i7,8,Intel HD,Windows 10,1.84,117639,0,0,2.5,0,256,141
HP,Ultrabook,Intel Core i7,8,Intel HD,Windows 10,1.26,129126,0,0,2.5,0,256,176
HP,Notebook,Intel Core i5,4,Intel HD,Windows 10,2.04,71024,0,0,2.5,500,0,100
Toshiba,Ultrabook,Intel Core i7,8,Intel HD,Windows 10,1.47,165117,1,0,2.6,0,256,157
Dell,Notebook,Intel Core i5,8,Intel HD,Windows 7,2.09,101746,0,0,2.4,0,256,141
HP,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.64,96726,0,0,2.5,0,256,157
Lenovo,2 in 1 Convertible,Intel Core i7,4,Intel HD,Windows 10,1.8,81075,1,1,2.5,0,256,141
Toshiba,Notebook,Intel Core i7,16,Nvidia GeForce,Windows 10,2.4,136401,1,0,2.5,0,256,141
Lenovo,Notebook,Intel Core i5,8,Intel HD,Windows 10,2.3,100468,0,0,2.3,0,256,141
HP,Notebook,Intel Core i5,4,Intel HD,Windows 10,1.54,95720,0,0,2.3,500,0,157
HP,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.84,201332,0,0,2.4,500,256,141
HP,Notebook,Intel Core i5,8,Intel HD,Windows 7,1.43,140613,0,0,2.3,0,256,157
MSI,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,3.78,147949,1,0,2.7,1000,256,127
Lenovo,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,4.6,219198,1,0,2.6,1000,128,127
Asus,Netbook,Intel Celeron,4,Intel HD,Linux/Others,1.2,27558,0,0,1.6,0,0,135
Lenovo,Notebook,Intel Core i7,16,Intel HD,Windows 7,1.1,250786,1,0,2.6,0,256,210
HP,Notebook,Intel Core i7,8,Nvidia GeForce,Windows 10,1.91,93710,1,0,2.7,1000,0,141
Dell,2 in 1 Convertible,Intel Core i5,8,Intel HD,Windows 10,2.3,104718,1,1,2.7,0,256,141
HP,Notebook,Intel Core i5,4,Intel HD,Windows 10,2.04,93710,0,0,2.5,0,256,100
Dell,Ultrabook,Intel Core i7,16,Intel HD,Windows 10,1.2,215753,0,1,2.7,0,1000,276
